token,n,unique_ids,unique_authors
descriptive,4,2,2
detachment,4,2,1
developed,4,3,3
deviations,4,2,2
dimensions,4,1,1
disintegration,4,1,1
disintegrations,4,1,1
dissolution,4,2,1
ditrichum,4,2,1
don,4,3,2
double,4,3,3
drilling,4,4,3
driven,4,1,1
dry_soil_g,4,1,1
dst,4,3,2
dupontia,4,1,1
eagle,4,2,1
ecotypes,4,2,1
egedii,4,1,1
ekman,4,1,1
embedded,4,2,2
emissions,4,2,1
empetrum,4,2,2
english,4,2,2
environmental,4,3,3
epilimnetic,4,1,1
esri,4,1,1
estimation,4,3,3
evenness,4,1,1
exceeds,4,1,1
excluded,4,3,3
excluding,4,2,2
exp,4,3,2
expanded,4,1,1
extent,4,3,3
external,4,3,3
extracting,4,3,2
f5,4,2,2
failed,4,2,2
fairly,4,1,1
falls,4,3,3
fawns,4,1,1
fco2,4,2,1
feb,4,1,1
fecal,4,2,2
fertilized,4,1,1
fieldscout,4,1,1
finite,4,2,1
fisher,4,1,1
fisheri,4,1,1
flag_meanings,4,2,2
flask,4,3,3
flexicaule,4,2,1
floe,4,1,1
flowing,4,3,2
fluorescent,4,2,2
fluroscence,4,1,1
fmaxsummary,4,1,1
foliage,4,3,3
fractionation,4,3,3
fractioning,4,1,1
freeboard,4,1,1
fum,4,1,1
funding,4,1,1
fw1,4,1,1
gdb,4,2,2
geometric,4,4,2
geotek,4,1,1
giganteum,4,2,1
gly,4,2,1
gully,4,2,1
h10,4,2,1
harvests,4,1,1
hbbtempdrift,4,2,1
heater,4,1,1
herbaceous,4,2,1
hexane,4,2,2
hmp155,4,1,1
holding,4,2,1
hue,4,2,1
hugo,4,1,1
humified,4,1,1
hunters,4,1,1
hunting,4,1,1
hydric,4,4,2
hydroxybenzoic,4,3,2
hydroxyl,4,1,1
imminently,4,1,1
imnavait,4,1,1
inches,4,1,1
incubated,4,3,3
inserted,4,2,2
insoluble,4,3,3
interpolation,4,4,2
intracellular,4,2,1
irvine,4,3,3
island,4,3,2
isusdata,4,1,1
jaz,4,4,1
jun,4,1,1
kangerlussuaq,4,2,2
kneeling,4,1,1
lanata,4,1,1
landcover,4,2,1
lat,4,1,1
laxa,4,1,1
laying,4,3,3
lemmings,4,1,1
lgr,4,2,1
li7700,4,4,1
limits,4,2,2
lin,4,2,1
lineage,4,4,2
lipid,4,1,1
liverworts,4,2,1
loop,4,4,2
lwskynen,4,2,1
magnetization,4,2,2
malfunctioned,4,2,2
mar,4,1,1
mate,4,2,2
mbt,4,1,1
meas,4,2,1
meg,4,3,2
membranacea,4,2,1
membrane,4,1,1
merged,4,1,1
microlysimeter,4,1,1
micromols,4,2,2
microtopographical,4,1,1
midyear,4,1,1
migration,4,1,1
minor,4,2,2
misandra,4,2,1
mlstp,4,1,1
mm:nn,4,1,1
modules,4,1,1
molars,4,1,1
molt,4,1,1
morphology,4,2,1
mucci,4,1,1
multiply,4,1,1
nais,4,4,1
naming,4,4,3
nanomole,4,1,1
nation,4,1,1
nationwide,4,4,1
native,4,2,2
necked,4,1,1
neidium,4,1,1
nicl,4,1,1
nigritum,4,2,1
nigrum,4,2,2
nitens,4,2,1
nmin,4,1,1
nn,4,2,1
nov,4,1,1
np,4,1,1
ntu,4,4,3
numer,4,1,1
observation's,4,1,1
occasion,4,1,1
offline,4,1,1
olaf,4,1,1
ongoing,4,2,2
operated,4,4,2
organics,4,4,3
originating,4,3,3
overnight,4,1,1
oxidation,4,2,2
p85,4,1,1
pachyderma,4,1,1
paired,4,3,3
parnassia,4,1,1
pascals,4,1,1
pathlength,4,1,1
petri,4,1,1
photopoints,4,1,1
pies,4,1,1
pilot’s,4,1,1
pleurocarpous,4,2,1
pod,4,1,1
pollen,4,3,3
pooled,4,2,2
pores,4,1,1
potentilla,4,1,1
prebait,4,1,1
preceding,4,1,1
prime,4,2,2
primula,4,1,1
projects,4,1,1
proportional,4,2,2
proportions,4,2,1
prudhoe,4,2,1
pumping,4,1,1
pw,4,1,1
radical,4,1,1
reactive,4,4,2
reagents,4,1,1
recapture,4,2,2
recent,4,4,1
reduce,4,3,3
refuge,4,2,2
reindeers,4,1,1
release,4,3,3
remanence,4,1,1
replicates,4,4,4
represented,4,3,2
resighted,4,1,1
retrogressive,4,2,1
revegetation,4,2,1
revolvens,4,2,1
rinsed,4,1,1
roadside,4,2,1
routine,4,3,3
russian,4,3,3
saxatilis,4,1,1
sb,4,1,1
scalar,4,4,2
scorpidium,4,2,1
scorpioides,4,2,1
sectioned,4,1,1
sedimentary,4,1,1
seeds,4,2,2
seg1,4,1,1
seg2,4,1,1
selawik,4,1,1
sep,4,1,1
shfp5_avg,4,1,1
shifts,4,1,1
shipping,4,4,1
slide,4,2,1
slurry,4,3,2
spaced,4,3,3
span,4,2,2
special,4,3,3
specifications,4,4,1
spectrometric,4,2,1
spider,4,1,1
sr87_sr86,4,3,1
staff,4,3,2
stefan,4,2,1
structural,4,1,1
studied,4,4,3
subdivision,4,1,1
subnation,4,1,1
subsided,4,2,1
substrate,4,3,3
subtracting,4,2,2
summary,4,4,2
swskynen,4,2,1
te525mm,4,1,1
teachers,4,1,1
tenth,4,2,2
texas,4,1,1
texture,4,4,4
threatened,4,1,1
tilts,4,1,1
timescale,4,1,1
timing,4,3,3
toluene,4,2,2
tomentypnum,4,2,1
tow,4,2,2
transformed,4,3,3
transient,4,2,1
translates,4,1,1
trapping,4,2,2
trigger,4,4,2
triplicate,4,1,1
uk37,4,1,1
umiat,4,1,1
undecomposed,4,3,2
uv,4,2,2
valencia,4,1,1
velocities,4,4,4
visited,4,2,2
visually,4,4,3
volumes,4,3,3
wall,4,1,1
waltham,4,1,1
waves,4,1,1
wgs_1984_web_mercator_auxiliary_sphere,4,1,1
whimbrel,4,1,1
wildlife,4,2,2
woods,4,1,1
xeric,4,4,2
yearly,4,1,1
yyy,4,1,1
δ2h,4,3,2
_f,3,1,1
_pi_f,3,1,1
0.27,3,1,1
0.29,3,1,1
0.30m,3,1,1
0.32m,3,1,1
0.37,3,1,1
0.37m,3,1,1
0.49m,3,1,1
0.4m,3,2,1
0.52m,3,1,1
0.62m,3,1,1
0.63m,3,1,1
0.65m,3,2,1
0.70m,3,1,1
0.74m,3,1,1
0.75m,3,2,2
0.77,3,2,2
0.78m,3,1,1
0.80m,3,1,1
0.82m,3,1,1
0.83,3,1,1
0.84,3,2,2
0.84m,3,1,1
0.85m,3,2,2
0.86,3,1,1
0.90m,3,1,1
0.97,3,2,2
000.81m,3,3,1
000.84m,3,1,1
000.87m,3,2,1
000.91m,3,3,1
000.95m,3,2,1
001.02m,3,2,1
001.05m,3,3,1
001.06m,3,2,1
001.13m,3,3,1
001.23m,3,3,1
001.48m,3,3,1
001.80m,3,3,1
002.20m,3,2,1
002.80m,3,3,1
002.96m,3,3,1
004.50m,3,3,1
007.20m,3,3,1
007.50m,3,3,1
007.53m,3,3,1
007.72m,3,3,1
008.48m,3,3,1
008.75m,3,3,1
010.80m,3,3,1
011.00m,3,3,1
012.00m,3,3,1
013.00m,3,3,1
024.00m,3,3,1
027.00m,3,3,1
030.00m,3,3,1
040.00m,3,3,1
050.00m,3,3,1
060.00m,3,3,1
07,3,2,2
1.03m,3,1,1
1.05,3,2,2
1.21,3,3,1
1.2m,3,2,1
1.3,3,2,2
1.36,3,3,2
1.7,3,3,2
1.95,3,3,1
10.3,3,3,2
10.55,3,2,1
10.84m,3,1,1
115,3,3,2
13.09m,3,1,1
134a,3,1,1
15.00,3,1,1
15.08,3,1,1
15.39m,3,1,1
16.63m,3,1,1
16s,3,2,2
17.000,3,1,1
17.84m,3,1,1
19.65m,3,1,1
19.8,3,1,1
1901na01na15,3,1,1
1975,3,2,1
1986,3,2,2
1989,3,2,2
2.3,3,2,1
2.50,3,1,1
2.6,3,2,2
2.66,3,1,1
20.000,3,1,1
20.5,3,2,2
2016_tutakoke_biomass.csv,3,1,1
2100,3,2,2
213,3,1,1
250cm,3,1,1
254nm,3,2,2
28.4m,3,1,1
295nm,3,1,1
2a,3,1,1
2nb,3,1,1
3.3,3,2,1
3.45,3,2,1
3.6,3,1,1
30.0,3,1,1
310nm,3,1,1
35.0,3,1,1
35m,3,1,1
37.15m,3,1,1
397nm,3,1,1
3a,3,1,1
4.1,3,1,1
4.5m,3,2,1
4.77,3,2,1
41,3,3,3
420,3,3,2
420nm,3,1,1
45.95m,3,1,1
490,3,2,2
50.0,3,1,1
510,3,2,2
54.5m,3,1,1
55,3,3,2
552,3,1,1
58.7m,3,1,1
600,3,3,2
62.85m,3,1,1
620,3,2,2
67m,3,1,1
680,3,3,2
69.15m,3,1,1
6cm,3,3,1
6m,3,3,2
7.2,3,2,1
7.50m,3,3,1
7.58m,3,1,1
70.35m,3,1,1
71.7m,3,1,1
72b,3,3,1
75,3,3,2
79,3,1,1
7m,3,2,2
7th,3,2,2
8.00,3,1,1
8.50,3,1,1
8500,3,1,1
86400,3,3,1
885,3,1,1
8m,3,3,2
8th,3,2,2
9.2,3,3,2
9.5,3,2,2
a.s.l,3,2,2
ab,3,3,2
abandoned,3,3,3
ability,3,2,2
absence,3,3,3
accidentally,3,1,1
actiity,3,1,1
ad,3,3,3
address,3,3,3
adequately,3,1,1
adopted,3,1,1
adults,3,3,3
agassiz,3,1,1
agd3,3,1,1
agm8,3,1,1
agu9,3,1,1
airport,3,1,1
alaskan,3,2,2
ald7,3,1,1
alive,3,2,2
alluvium,3,1,1
alm12,3,1,1
altered,3,1,1
alu10,3,1,1
american,3,2,2
ampere,3,1,1
anchorage,3,2,2
andersonii,3,1,1
angustata,3,1,1
anthracene,3,1,1
antimony,3,2,2
aon,3,1,1
apetalum,3,1,1
applying,3,1,1
ardem,3,2,1
arrays,3,1,1
asdn,3,1,1
asdn_protocol.pdf,3,1,1
atm,3,2,2
bacillum,3,1,1
bags,3,2,2
baid,3,1,1
bark,3,2,2
bedmachine,3,1,1
biovolume,3,1,1
blanks,3,2,2
blocks,3,3,3
board,3,3,2
boardwalk,3,1,1
br,3,2,2
brain,3,1,1
branch,3,2,2
brevifolius,3,1,1
broken,3,2,2
bryo.cover,3,1,1
buoys,3,1,1
bytes,3,1,1
c.f,3,1,1
c14,3,2,2
c19,3,1,1
c20,3,1,1
c31,3,1,1
caculated,3,1,1
caesium,3,3,1
calipers,3,2,2
camera's,3,3,1
canadian,3,2,2
captures,3,2,2
capucina,3,1,1
card,3,1,1
carlo,3,2,2
catoscopium,3,2,1
ccgs,3,2,2
centered,3,3,2
cfc_11,3,1,1
cfc_113,3,1,1
cfc_12,3,1,1
ch3ccl3,3,1,1
ch4_flux_gf,3,3,1
chains,3,1,1
chronology,3,3,1
cinclidium,3,1,1
cited,3,3,1
cleared,3,1,1
cmp3,3,1,1
collections,3,2,2
colon,3,2,2
colonies,3,1,1
colonization,3,1,1
combined,3,2,2
compounds,3,2,2
computation,3,3,2
cones,3,1,1
configuration,3,3,3
confirmed,3,3,2
consistency,3,3,3
construens,3,1,1
consumed,3,2,2
contents,3,3,3
controlled,3,1,1
convenience,3,1,1
counterclockwise,3,1,1
county,3,2,1
cryochamber,3,1,1
custom,3,1,1
cutoff,3,1,1
cyclotella,3,1,1
decimals,3,2,2
dection,3,1,1
denoting,3,3,3
destroyed,3,1,1
detached,3,3,2
diagonal,3,2,2
dielectric,3,3,1
diploneis,3,1,1
directory,3,1,1
displayed,3,3,2
dived,3,1,1
drill,3,3,3
dryb_u,3,1,1
ds1921g,3,1,1
dw2,3,1,1
dwelling,3,1,1
easily,3,1,1
easternmost,3,1,1
echo,3,1,1
edwardsii,3,2,1
effect,3,2,2
electrolyte,3,3,1
emitted,3,1,1
entity,3,2,2
ephippia,3,1,1
equilibrium,3,2,2
eutrema,3,2,1
evaluating,3,1,1
excavation,3,2,2
excited,3,1,1
extracellular,3,1,1
extract,3,1,1
extracts,3,2,2
fahrenheit,3,1,1
fe,3,2,2
fen,3,3,1
filtered_data,3,1,1
fishscape,3,3,2
flagged,3,1,1
flew,3,1,1
foraminiferal,3,1,1
forcing,3,2,2
fourier,3,1,1
frequencies,3,1,1
frontal,3,1,1
froom,3,2,1
fuliginosa,3,1,1
functionality,3,1,1
funded,3,1,1
future,3,2,2
gaps,3,1,1
gaseous,3,3,2
gathered,3,2,2
gimp,3,1,1
glaciated,3,3,2
glaciations,3,3,2
glucosidase,3,2,2
gnis,3,2,2
grab,3,1,1
grade,3,2,2
graminoids,3,2,2
gtnp,3,3,1
hammer,3,2,2
handheld,3,2,2
hatching,3,2,2
heated,3,2,2
heavy,3,3,3
heterotrophs,3,1,1
hfc,3,1,1
homologous,3,1,1
hour:minute,3,1,1
hulteniella,3,1,1
hx,3,1,1
hybrid,3,3,2
hydrographic,3,3,2
hydrology,3,3,2
hypobromous,3,2,2
ic,3,3,2
idaea,3,2,2
idbmg4,3,1,1
identical,3,1,1
ids,3,2,2
implies,3,3,2
importance,3,2,2
increasing,3,2,2
ind,3,2,2
info,3,3,2
inhibited,3,1,1
inspection,3,3,3
install,3,1,1
instance,3,3,3
instances,3,2,2
institute,3,2,2
institution,3,2,2
intact,3,3,2
interpreted,3,2,2
journal,3,2,2
jpeg,3,1,1
jpg,3,3,1
juncus,3,2,1
kestrel,3,1,1
kiloliter,3,1,1
kinematic,3,1,1
kipp,3,1,1
l1,3,1,1
l107,3,1,1
l2,3,1,1
lanthanum,3,2,2
lanthunum,3,3,1
latifolium,3,1,1
lay,3,1,1
leader,3,2,2
lipids,3,3,3
living,3,2,2
log10,3,2,2
logbook,3,1,1
longo,3,1,1
loring,3,1,1
lowpass,3,1,1
macrofossil,3,2,2
macroscope,3,1,1
magnitude,3,2,2
majority,3,2,2
mammal,3,2,1
manifold,3,1,1
mar3.5.2,3,1,1
masses,3,2,2
materials,3,2,2
maximumicethickness,3,1,1
meese,3,1,1
meladrium,3,1,1
met,3,1,1
metabolite,3,1,1
meteorological,3,2,2
metersperature,3,1,1
microbiota,3,3,3
microliters,3,1,1
micrometerological,3,1,1
micrometers,3,1,1
miscellaneous,3,3,2
mm2,3,2,2
mmddyyyy,3,2,1
modal,3,1,1
modem,3,1,1
monte,3,2,2
months,3,2,2
mother,3,1,1
movement,3,3,2
multiplexer,3,1,1
nasa's,3,1,1
neighborhood,3,1,1
nephelometric,3,3,2
newtons,3,1,1
noon,3,3,2
novatel,3,3,1
nt,3,3,2
nu2015,3,1,1
numbering,3,2,2
o1,3,1,1
observer’s,3,2,1
obtained,3,3,3
obvious,3,2,2
odd,3,2,2
ogd4,3,1,1
ogm1,3,1,1
ogu2,3,1,1
old5,3,1,1
olm14,3,1,1
olu6,3,1,1
online,3,1,1
opposite,3,3,2
orbits,3,3,1
org,3,1,1
originally,3,3,2
orp,3,1,1
oxidase,3,3,3
p2o5,3,2,2
palustre,3,2,2
pan,3,2,2
papers,3,2,2
park,3,2,2
pascal,3,1,1
pcb,3,1,1
penetrate,3,1,1
peninsula,3,1,1
pf,3,1,1
phaeophytin,3,2,2
phenol,3,3,3
phosphatase,3,3,2
photos,3,2,2
physical,3,3,3
pigment,3,1,1
pinus,3,1,1
plateau,3,3,1
pohlia,3,2,1
ponds,3,2,2
populus,3,1,1
profiles,3,2,2
proofing,3,2,2
propagation,3,3,1
protein,3,2,2
proxies,3,1,1
pulled,3,1,1
purposes,3,3,3
qgis,3,1,1
qualitative,3,3,2
quikchem,3,1,1
r.m,3,1,1
r7,3,3,1
radium,3,1,1
rare,3,2,2
readjusted,3,1,1
reasonable,3,3,2
recalculate,3,2,2
reducing,3,2,2
reflections,3,1,1
reliable,3,2,2
remarks,3,3,3
remnance,3,1,1
renland,3,1,1
resampled,3,2,2
rig,3,1,1
rivers,3,3,3
rotationally,3,3,1
ruled,3,1,1
runner,3,1,1
sagavanirktok,3,3,2
saiv,3,1,1
sampe,3,3,2
sampling_notes,3,1,1
sapwood,3,2,2
sawyer,3,1,1
scavenger,3,1,1
sciences,3,3,3
scores,3,1,1
scow,3,2,1
seaward,3,2,2
selective,3,1,1
sellophora,3,1,1
sendtneri,3,1,1
seo,3,1,1
sept,3,3,3
services,3,3,3
settings,3,1,1
shade,3,2,2
share,3,3,2
shimadzu,3,1,1
shipment,3,1,1
shortest,3,2,1
signifying,3,1,1
sinistra,3,1,1
sio2,3,2,2
solids,3,1,1
sorting,3,2,2
specifies,3,2,2
spectrometry,3,3,3
statehood,3,1,1
static,3,2,2
staurosira,3,1,1
stimulated,3,1,1
stomatal,3,2,2
stopped,3,3,3
stratospheric,3,3,2
strings,3,2,2
struct,3,1,1
studies,3,2,2
stump,3,1,1
sugars,3,2,2
suite,3,3,1
summarizing,3,2,2
super,3,1,1
surfaces,3,3,2
surveying,3,2,2
symmetric,3,3,1
syringes,3,1,1
systems,3,1,1
tallies,3,1,1
tape,3,3,3
temporary,3,1,1
thermochron,3,1,1
thermocouple,3,1,1
thumbnail,3,1,1
tiff,3,1,1
tile,3,1,1
toa,3,1,1
tracked,3,1,1
transcriptome,3,1,1
transform,3,1,1
treated,3,2,2
tremula,3,1,1
triggered,3,3,1
triggers,3,3,1
trunk,3,2,2
tryptophan,3,2,2
tubes,3,3,3
tyrosine,3,2,2
u_i,3,1,1
uatm,3,1,1
uc,3,3,3
uliginosum,3,2,2
ultraviolet,3,3,2
unflagged,3,1,1
united,3,2,1
unlimited,3,2,1
unvegetated,3,1,1
update,3,2,2
uscgc,3,1,1
v2,3,2,2
v3,3,1,1
var,3,1,1
varies,3,3,2
vcsn,3,1,1
vegetated,3,3,2
verification,3,2,2
visit,3,1,1
vitis,3,2,2
vivipara,3,1,1
viviparum,3,1,1
vocabulary,3,1,1
vv,3,1,1
warm,3,2,2
wax,3,1,1
wbd,3,1,1
westernmost,3,1,1
wetb_u,3,1,1
windows,3,1,1
woodland,3,1,1
worldview,3,2,2
wrf,3,1,1
wv,3,2,2
yttrium,3,2,2
yymmdd,3,1,1
yyyy.mm.dd,3,1,1
yyyy0000,3,3,1
yyyymmddssfff,3,3,1
zonen,3,1,1
β,3,1,1
_2,2,2,1
0.00m,2,1,1
0.0423,2,1,1
0.0625,2,2,2
0.26m,2,1,1
0.43,2,2,2
0.45m,2,1,1
0.47m,2,1,1
0.51,2,1,1
0.5179,2,1,1
0.52,2,1,1
0.55m,2,1,1
0.57,2,1,1
0.60m,2,1,1
0.61,2,1,1
0.67,2,2,2
0.68,2,2,2
0.68m,2,1,1
0.69,2,1,1
0.72,2,1,1
0.72m,2,1,1
0.73m,2,1,1
0.74,2,1,1
0.79,2,2,2
0.80,2,1,1
0.82,2,2,2
0.83m,2,2,1
0.88,2,2,1
0.89m,2,1,1
0.90,2,1,1
0.9167,2,2,1
0.94,2,1,1
0.94m,2,1,1
000.89m,2,1,1
000.99m,2,2,1
0001,2,2,1
001.04m,2,1,1
001.12m,2,2,1
001.15m,2,2,1
001.19m,2,2,1
001.30m,2,2,1
001.38m,2,2,1
001.44m,2,2,1
001.70m,2,2,1
002.70m,2,2,1
003.20m,2,2,1
008.80m,2,2,1
011.52m,2,2,1
01295,2,1,1
016,2,1,1
0182c,2,2,1
019,2,1,1
025,2,1,1
04,2,1,1
050,2,1,1
0600,2,2,1
0692,2,1,1
0z,2,2,1
"1,2,3,4,5",2,1,1
1.01,2,2,2
1.05m,2,1,1
1.07,2,1,1
1.10m,2,1,1
1.12,2,1,1
1.14,2,2,2
1.37,2,1,1
1.3m,2,2,1
1.400,2,1,1
1.42,2,2,1
1.44,2,2,2
1.45,2,2,1
1.500,2,1,1
1.5000,2,2,1
1.64,2,2,1
1.76,2,2,1
1.9,2,2,1
10.04,2,1,1
10.400,2,1,1
10.81,2,1,1
10.87,2,1,1
1000cm,2,1,1
103,2,1,1
10beryllium,2,1,1
10th,2,1,1
11.01,2,1,1
11.3,2,2,2
11.5,2,2,2
11.600,2,1,1
12.200,2,1,1
12.78,2,1,1
12.800,2,1,1
12.9,2,1,1
12z,2,2,1
13.08,2,1,1
13.400,2,1,1
13.7m,2,1,1
14.6,2,1,1
14.600,2,1,1
14.8m,2,1,1
14ch4,2,1,1
14m,2,1,1
15.03,2,1,1
15.200,2,1,1
15.66,2,1,1
15.800,2,1,1
"150,000,000",2,1,1
15th,2,2,2
16.38,2,1,1
16.400,2,1,1
167,2,1,1
17.600,2,1,1
175,2,2,1
18.200,2,1,1
18.800,2,1,1
185,2,2,1
18608,2,1,1
19.400,2,1,1
19.53,2,1,1
195,2,2,1
1976,2,1,1
1981,2,1,1
1982,2,2,2
1g,2,2,2
1hpa,2,1,1
1sh,2,1,1
2.02,2,2,1
2.1286,2,1,1
2.13,2,2,1
2.16,2,2,1
2.20,2,1,1
2.25,2,2,1
2.303xa,2,1,1
2.4,2,2,1
2.500,2,1,1
2.55,2,2,1
2.600,2,1,1
2.64,2,2,1
2.68,2,1,1
2.7,2,2,1
2.77,2,1,1
2.89,2,2,1
2.9,2,2,1
2.94,2,2,1
2.96,2,2,2
20.00,2,1,1
20.03,2,2,1
2012a,2,1,1
2012b,2,1,1
2018_barrow_atqasuk_itex_plant_metadata.docx,2,2,2
2020,2,1,1
205,2,2,1
20x,2,1,1
21.1993,2,2,1
2130,2,1,1
215,2,2,1
21cm,2,1,1
22.07,2,1,1
223,2,1,1
235,2,2,1
242,2,1,1
245,2,2,1
246,2,2,1
248,2,1,1
265,2,2,1
26904,2,1,1
274,2,1,1
29cm,2,1,1
2h,2,2,2
2so4,2,1,1
3.02,2,2,1
3.05,2,2,1
3.16,2,2,1
3.200,2,1,1
3.32,2,2,1
3.500,2,1,1
3.62,2,2,1
3.65,2,2,2
3.65m,2,1,1
3.67,2,2,1
3.6m,2,1,1
3.70,2,2,2
3.800,2,1,1
30.4,2,1,1
30h,2,1,1
30mg,2,1,1
32768,2,1,1
33,2,1,1
340nm,2,2,1
3413,2,1,1
360.8nm,2,2,1
36cm,2,1,1
37.14,2,1,1
39,2,1,1
4.05,2,2,1
4.16,2,2,1
4.400,2,1,1
4.5,2,2,2
4.500,2,1,1
4.6,2,1,1
4.67,2,2,1
4.70,2,1,1
4.8,2,2,1
4073,2,1,1
425cm,2,1,1
4270,2,1,1
4272,2,1,1
4283,2,1,1
430,2,2,2
4350,2,1,1
4360,2,1,1
4380,2,1,1
4390,2,1,1
48.9,2,1,1
480,2,2,2
495,2,1,1
5_regions_stations.png,2,2,1
"5,000",2,1,1
5.03,2,2,1
5.16,2,2,1
5.22,2,2,1
5.5,2,1,1
5.500,2,1,1
5.600,2,1,1
5.67,2,2,1
5.9,2,2,1
50.093,2,1,1
507,2,1,1
50a,2,2,1
50ml,2,1,1
51,2,2,2
51.449456,2,1,1
532,2,1,1
5g,2,1,1
5n,2,1,1
6.16,2,2,1
6.200,2,1,1
6.5,2,2,2
6.500,2,1,1
6.6,2,1,1
6.800,2,1,1
61,2,2,2
636,2,1,1
640,2,2,2
65,2,2,1
675,2,2,1
685,2,1,1
69.415,2,1,1
6n,2,1,1
7.05,2,2,1
7.1,2,2,2
7.16,2,2,1
7.1m,2,1,1
7.20m,2,2,1
7.22,2,2,1
7.400,2,1,1
7.500,2,1,1
7.52,2,2,1
7.53m,2,2,1
7.72m,2,2,1
7.8,2,2,1
7.87,2,1,1
705,2,2,1
734400,2,1,1
8.16,2,2,1
8.22,2,1,1
8.48m,2,2,1
8.500,2,1,1
8.600,2,1,1
8.64,2,2,1
8.75m,2,2,1
8.80,2,1,1
8.89,2,2,1
8000,2,1,1
8100,2,2,1
83,2,2,2
9.12,2,2,1
9.16,2,2,1
9.200,2,1,1
9.25,2,2,1
9.3,2,2,2
9.3m,2,1,1
9.500,2,1,1
9.57,2,1,1
9.5m,2,1,1
9.6,2,1,1
9.800,2,1,1
9.87,2,1,1
99,2,2,2
999,2,2,2
9beryllium,2,1,1
9th,2,1,1
a254,2,1,1
abakus,2,1,1
abdomen,2,2,2
accept,2,1,1
accession,2,1,1
accoutning,2,1,1
acetate,2,2,2
acetosyringone,2,1,1
acetovanillone,2,1,1
achnanthidium,2,1,1
acidity,2,2,1
acres,2,2,2
actively,2,2,1
acz,2,1,1
adenosine,2,1,1
adissolved,2,2,1
adjusts,2,1,1
aerosols,2,1,1
affinis,2,1,1
afl,2,2,1
agitation,2,1,1
agree,2,1,1
ahead,2,2,1
airplane,2,2,2
alaskana,2,1,1
alaxensis,2,1,1
alcohol,2,2,2
alexander,2,1,1
align,2,1,1
alk,2,1,1
allocate,2,1,1
allomer,2,1,1
alpina,2,1,1
alternating,2,1,1
aluminium,2,2,2
amine,2,2,2
amines,2,1,1
amu_1,2,1,1
analyst,2,1,1
anceps,2,1,1
aneura,2,2,1
anhysteric,2,1,1
antennae,2,1,1
anytime,2,1,1
ao,2,1,1
aod,2,1,1
append,2,1,1
apps.ecmwf.int,2,1,1
aquatalis,2,1,1
aquifers,2,1,1
arc,2,2,2
arcticdem,2,1,1
arcticus,2,1,1
areal,2,2,2
army,2,1,1
arrived,2,2,1
ash_g,2,1,1
aspen,2,1,1
assemblages,2,1,1
assessed,2,2,2
atp,2,1,1
attendance,2,1,1
auger,2,2,2
aulocoseria,2,1,1
autonumber,2,1,1
award,2,1,1
b1,2,1,1
b12,2,1,1
bag_weight,2,1,1
bander,2,1,1
bank,2,1,1
barrowiana,2,1,1
baseflow,2,2,2
baseline,2,1,1
bases,2,2,2
bc,2,2,2
bed_return,2,1,1
belemnite,2,2,2
bet,2,1,1
betnan,2,1,1
biglumis,2,2,1
biology,2,2,2
births,2,1,1
bisexual,2,2,2
blade,2,2,2
bodanica,2,1,1
bodies,2,2,1
bow,2,1,1
br2,2,1,1
branches,2,1,1
braya,2,2,1
brcl,2,1,1
brevistrata,2,1,1
bridge,2,1,1
broadleaf,2,1,1
brst,2,1,1
bryoerythrophyllum,2,1,1
bsi,2,1,1
buccal,2,1,1
büchner,2,1,1
buoy's,2,2,1
burns,2,1,1
c_uptake,2,1,1
c13ch4,2,1,1
c13co,2,1,1
c14co2,2,1,1
c2,2,1,1
ca2,2,1,1
cabin,2,2,2
cables,2,1,1
calculed,2,1,1
california,2,2,2
calm,2,1,1
cameras,2,1,1
campaign,2,1,1
campylium,2,2,1
capital,2,1,1
carotene,2,1,1
caspr,2,1,1
cassiope,2,1,1
cavinula,2,1,1
cb,2,1,1
cd,2,2,2
cellobiose,2,2,1
censor,2,1,1
centering,2,2,1
centipedes,2,1,1
centrally,2,1,1
cf4,2,2,1
ch4_f,2,2,1
cha,2,1,1
chamaemorus,2,1,1
characterization,2,2,2
charge,2,1,1
chemistry,2,2,1
chinense,2,1,1
chloroform,2,1,1
chrominance,2,1,1
chukchi,2,2,2
circumarctic,2,1,1
cirrus,2,1,1
citations,2,2,2
cite,2,1,1
cl2,2,1,1
classificiation,2,2,1
clavr,2,1,1
cliff,2,1,1
clno2,2,1,1
clo,2,1,1
cloaca,2,2,2
closes,2,2,1
cloudy,2,1,1
clutch,2,2,2
cobble,2,2,1
codon,2,1,1
coincides,2,1,1
collapse,2,2,1
collembola,2,1,1
collisional,2,2,1
colorimetrically,2,1,1
colormetrically,2,1,1
commenced,2,2,2
commonly,2,2,2
complement,2,1,1
complied,2,1,1
compressive,2,1,1
comprised,2,2,2
computational,2,1,1
concealed,2,2,2
concise,2,2,1
concurrently,2,1,1
cone_wt,2,1,1
conioselinum,2,1,1
conley,2,1,1
consists,2,1,1
content21,2,1,1
contribute,2,1,1
conventional,2,1,1
converged,2,1,1
convert,2,2,1
copies,2,1,1
core_vol,2,1,1
corps,2,1,1
corresponded,2,1,1
cosmogenic,2,1,1
coulometer,2,2,2
coumaric,2,1,1
coupler,2,1,1
cov,2,1,1
covers,2,2,2
covert,2,1,1
coverts,2,1,1
cpar,2,2,1
cr,2,2,2
created,2,2,2
crm,2,1,1
cruda,2,1,1
crust,2,1,1
cs,2,2,2
ctl,2,2,2
cu,2,2,2
