token,n
1256.32,1
1258.24,1
1260.16,1
1262.08,1
1264,1
1265.92,1
1267.84,1
1269.76,1
1271.68,1
1273.6,1
1275.52,1
1277.44,1
1279.36,1
1281.28,1
1283.2,1
1285.12,1
1287.04,1
1288.96,1
1290.88,1
1292.8,1
1294.72,1
1296.64,1
1298.56,1
129e,1
12a,1
12m,1
13.00,1
13.03,1
13.13,1
13.16,1
13.1m,1
13.22,1
13.28,1
13.57,1
13.58,1
13.7,1
1300,1
1300.48,1
1302.4,1
1304.32,1
1306.24,1
1308.16,1
1310.08,1
1312,1
1313.92,1
1315.84,1
1317.76,1
1319.68,1
132,1
1321.6,1
1323.52,1
1325.44,1
1327.36,1
1329.28,1
1331.2,1
1333.12,1
1335.04,1
1336.96,1
1338.88,1
134,1
1340.8,1
1342.72,1
1344.64,1
1346.56,1
1348.48,1
135,1
1350.4,1
1352.32,1
1354.24,1
1356.16,1
1358.08,1
136,1
1360,1
1361.92,1
1363.84,1
1365.76,1
1367.68,1
1369.6,1
137,1
1371.52,1
1373.44,1
1375.36,1
1377.28,1
1379.2,1
1381.12,1
1383.04,1
1384.96,1
1386,1
1386.88,1
1388.8,1
1390.72,1
1392.64,1
1394.56,1
1396.48,1
1398.4,1
13at,1
13m,1
14.03,1
14.13,1
14.16,1
14.3,1
14.46,1
14.4m,1
14.57,1
14.72,1
14.81,1
1400.32,1
1402.24,1
1404.16,1
1406.08,1
1408,1
1409.92,1
1411.84,1
1413.76,1
1415.68,1
1417.6,1
1417300,1
1419.52,1
1421.44,1
1423.36,1
1425.28,1
1427.2,1
1429.12,1
1431.04,1
1432.96,1
1434.88,1
1436.8,1
1438.72,1
1440.64,1
1442.56,1
1444.48,1
1446.4,1
1448.32,1
145,1
1450.24,1
1452.16,1
1454.08,1
1456,1
1457.92,1
1459.84,1
1461.76,1
1463.68,1
1465.6,1
1467.52,1
1469.44,1
1471.36,1
1473.28,1
1475.2,1
1477.12,1
1479.04,1
1480.96,1
1482.88,1
1484.8,1
1486.72,1
1488.64,1
1490.56,1
1492.48,1
1494.4,1
1496.32,1
1498.24,1
15.09,1
15.13,1
15.16,1
15.25,1
15.57,1
15.6,1
15.8,1
1500,1
1500.16,1
1502.08,1
1504,1
1505.92,1
1507.84,1
1509.76,1
1511.68,1
1513.6,1
1515.52,1
1517.44,1
1519.36,1
152,1
1521.28,1
1523.2,1
1525.12,1
1527.04,1
1528.96,1
1530.88,1
1532.8,1
1534.72,1
1536.64,1
1538.56,1
1540.48,1
1542.4,1
1544.32,1
1546.24,1
1548.16,1
1550.08,1
1552,1
1553.92,1
1555.84,1
1557.76,1
1559.68,1
1561.6,1
1563.52,1
1565.44,1
1567.36,1
1569.28,1
1571.2,1
1573.12,1
1575.04,1
1576.96,1
1578.88,1
1580.8,1
1582.72,1
1584.64,1
1586.56,1
1588.48,1
1590.4,1
1592.32,1
1594.24,1
1596.16,1
1598.08,1
15n2,1
16.000,1
16.03,1
16.08,1
16.16,1
16.22,1
16.57,1
16.61,1
1601.92,1
1603.84,1
1605.76,1
1607.68,1
1609.6,1
1611.52,1
1613.44,1
1615.36,1
1617.28,1
1619.2,1
1621.12,1
1623.04,1
1624.96,1
1626.88,1
1628.8,1
1630.72,1
1632.64,1
1634.56,1
1636.48,1
1638.4,1
1640.32,1
1642.24,1
1644.16,1
1646.08,1
1648,1
1649.92,1
165,1
1651.84,1
1653.76,1
1655.68,1
1657.6,1
1659.52,1
1661.44,1
1663.36,1
1665.28,1
1667.2,1
1669.12,1
1671.04,1
1672.96,1
1674.88,1
1676.8,1
1678.72,1
167v,1
1680.64,1
1682.56,1
1684.48,1
1686.4,1
1688.32,1
1690.24,1
1692.16,1
1694.08,1
1696,1
1697.92,1
1699.84,1
16m,1
17.03,1
17.08,1
17.16,1
17.3,1
17.57,1
17.82,1
17.9,1
1701.76,1
1703.68,1
1705.6,1
1707.52,1
1709.44,1
1711.36,1
1713.28,1
1715.2,1
1717.12,1
1719.04,1
1720.96,1
1722.88,1
1724.8,1
1726.72,1
1728.64,1
1730.56,1
1732.48,1
1734.4,1
1736.32,1
1738.24,1
1740.16,1
1742.08,1
1744,1
1745.92,1
1747.84,1
1749.76,1
1751.68,1
1753.6,1
1755.52,1
1757.44,1
1759.36,1
1761.28,1
1763.2,1
1765.12,1
1767.04,1
1768.96,1
1770.88,1
1772.8,1
1774.72,1
1776.64,1
1778.56,1
1780.48,1
1782.4,1
1784.32,1
1786.24,1
1788.16,1
179,1
1790.08,1
1792,1
1793.92,1
1795.84,1
1797.76,1
1799.68,1
18.03,1
18.08,1
18.16,1
18.23,1
18.41,1
18.57,1
18.66,1
18.8,1
18.97,1
1801.6,1
1803.52,1
1805.44,1
1807.36,1
1809.28,1
181,1
1811.2,1
1813.12,1
1815.04,1
1816.96,1
1818.88,1
1820.8,1
1822.72,1
1824.64,1
1826.56,1
1828.48,1
1830.4,1
1832.32,1
1834.24,1
1836.16,1
1838.08,1
1840,1
1841.92,1
1843.84,1
1845.76,1
1847.68,1
1849.6,1
1851.52,1
1853.44,1
1855.36,1
1857.28,1
1859.2,1
1861.12,1
1863.04,1
1864.96,1
1866.88,1
1868.8,1
1870.72,1
1872.64,1
1874.56,1
1876.48,1
1878.4,1
188.5,1
1880.32,1
1882.24,1
1884.16,1
1886.08,1
1888,1
1889.92,1
1891.84,1
1893.76,1
1895.68,1
1897.6,1
1899.52,1
18oxygen,1
18s,1
19.000,1
19.03,1
19.08,1
19.16,1
19.26,1
19.6,1
19.78,1
19.83,1
1901,1
1901.44,1
1903.36,1
1905.28,1
1907.2,1
1909.12,1
1911.04,1
1912.96,1
1914.88,1
1916.8,1
1918.72,1
1920.64,1
1922.56,1
1924.48,1
1926.4,1
1928.32,1
1930.24,1
1932.16,1
1934.08,1
1936,1
1937.92,1
1939.84,1
1941.76,1
1943.68,1
1945.6,1
1947.52,1
1949.44,1
1950s,1
1951.36,1
1952,1
1953,1
1953.28,1
1955.2,1
1957.12,1
1959.04,1
1960.96,1
1962.88,1
1964.8,1
1966.72,1
1968.64,1
1970.56,1
1971,1
1972.48,1
1974.4,1
1976.32,1
1978.24,1
1980.16,1
1982.08,1
1985,1
1985.92,1
1987,1
1987.84,1
1988,1
1989.76,1
1991.68,1
1993,1
1993.6,1
1995.52,1
1997.44,1
1999.36,1
1e30,1
"2,4",1
2.05,1
2.05m,1
2.06,1
2.08,1
2.085488,1
2.11,1
2.12,1
2.136763,1
2.15,1
2.19,1
2.22,1
2.26,1
2.2m,1
2.33,1
2.43,1
2.44,1
2.47,1
2.52,1
2.53,1
2.54,1
2.58,1
2.59,1
2.5th,1
2.61,1
2.67,1
2.70,1
2.73,1
2.76,1
2.8,1
2.80,1
2.82,1
2.83,1
2.83m,1
2.84,1
2.85,1
2.87,1
2.8m,1
2.93,1
2.96m,1
20.08,1
20.16,1
20.2,1
20.3,1
20.36,1
20.41,1
20.54,1
20.6,1
20.66,1
20.74,1
2001.28,1
2001lgshttbm.dat,1
2003.2,1
2005.12,1
2007.04,1
2008.96,1
2010.88,1
2012.8,1
2014.72,1
2016.64,1
2018.56,1
2020.48,1
2022.4,1
2024.32,1
2026.24,1
2028.16,1
2030.08,1
2032,1
2033.92,1
2035.84,1
2037.76,1
2039.68,1
2041.6,1
2043.52,1
2045.44,1
2047.36,1
2049.28,1
2051.2,1
2053.12,1
2055.04,1
2056.96,1
2058.88,1
2060.8,1
2062.72,1
2064.64,1
2066.56,1
2068.48,1
2070.4,1
2072.32,1
2074.24,1
2076.16,1
2078.08,1
2080,1
2081.92,1
2083.84,1
2085.76,1
2087.68,1
2089.6,1
209,1
2091.52,1
2093.44,1
2095.36,1
2097.28,1
2099.2,1
21.03,1
21.16,1
21.51,1
21.53,1
21.58,1
21.78,1
21.93,1
21.98,1
2101.12,1
2103.04,1
2104.96,1
2106.88,1
2108.8,1
210pb,1
2110.72,1
2112.64,1
2114.56,1
2116.48,1
2118.4,1
2120.32,1
2122.24,1
2124.16,1
2126.08,1
2128,1
2129.92,1
2131.84,1
2133.76,1
2135.68,1
2137.6,1
2139.52,1
2141.44,1
2143.36,1
2145.28,1
2147.2,1
2149.12,1
2151.04,1
2152.96,1
2154.88,1
2156.8,1
2158.72,1
2160.64,1
2162.56,1
2164.48,1
2166.4,1
2168.32,1
2170.24,1
2172.16,1
2174.08,1
2176,1
2177.92,1
2179.84,1
2181.76,1
2183.68,1
2185.6,1
2187.52,1
2189.44,1
2191.36,1
2193.28,1
2195.2,1
2197.12,1
2199.04,1
21m,1
22.16,1
22.41,1
22.66,1
2200.96,1
2202.88,1
2204.8,1
2206.72,1
2208.64,1
2210.56,1
2212.48,1
2214.4,1
2216.32,1
2218.24,1
222,1
2220.16,1
2222.08,1
2224,1
2225.92,1
2227.84,1
2229.76,1
222radon,1
2231.68,1
2233.6,1
2235.52,1
2237.44,1
2239.36,1
2241.28,1
2243.2,1
2245.12,1
2247.04,1
2248.96,1
225,1
2250.88,1
2252.8,1
2254.72,1
2256.64,1
2258.56,1
2260.48,1
2262.4,1
2264.32,1
2266.24,1
2268.16,1
2270.08,1
2272,1
2273.92,1
2275.84,1
2277.76,1
2279.68,1
228,1
2281.6,1
2283.52,1
2285.44,1
2287.36,1
2289.28,1
2291.2,1
2293.12,1
2295.04,1
2296.96,1
2298.88,1
2300.8,1
2302.72,1
2304.64,1
2306.56,1
2308.48,1
2310.4,1
2312.32,1
2314.24,1
2316.16,1
2318.08,1
2320,1
2321.92,1
2323.84,1
2325.76,1
2327.68,1
2329.6,1
2331.52,1
2333.44,1
2335.36,1
2337.28,1
2339.2,1
2341.12,1
2343.04,1
2344.96,1
2346.88,1
2348.8,1
2350.72,1
2352.64,1
2354.56,1
2356.48,1
2358.4,1
2360.32,1
2362.24,1
2364.16,1
2366.08,1
2368,1
2369.92,1
2371.84,1
2373.76,1
2375.68,1
2377.6,1
2379.52,1
2381.44,1
2383.36,1
2385.28,1
2387.2,1
2389.12,1
2391.04,1
2392.96,1
2394.88,1
2396.8,1
2398.72,1
24.00,1
24.192676,1
2400.64,1
2402.56,1
2404.48,1
2406.4,1
2408.32,1
2410.24,1
2412.16,1
2414.08,1
2416,1
2417.92,1
2419.84,1
2421.76,1
2423.68,1
2425.6,1
2427.52,1
2429.44,1
2431.36,1
2433.28,1
2435.2,1
2437.12,1
2439.04,1
2440.96,1
2442.88,1
2444.8,1
2446.72,1
2448.64,1
2450.56,1
2452.48,1
2454.4,1
2456.32,1
2458.24,1
2460.16,1
2462.08,1
2464,1
2465.92,1
2467.84,1
2469.76,1
2471.68,1
2473.6,1
2475.52,1
2477.44,1
2479.36,1
2481.28,1
2483.2,1
2485.12,1
2487.04,1
2488.96,1
2490.88,1
2492.8,1
2494.72,1
2496.64,1
2498.56,1
24h,1
24m,1
2500.48,1
2502.4,1
2504.32,1
2506.24,1
2508.16,1
2510.08,1
2512,1
2513.92,1
2515.84,1
2517.76,1
2519.68,1
2521.6,1
2523.52,1
2525.44,1
2527.36,1
2529.28,1
2531.2,1
2533.12,1
2535.04,1
2536.96,1
2538.88,1
2540.8,1
2542.72,1
2544.64,1
2546.56,1
2548.48,1
2550.4,1
2552.32,1
2554.24,1
2556.16,1
2558.08,1
2560,1
2561.92,1
2563.84,1
2565.76,1
2567.68,1
2569.6,1
2571.52,1
2573.44,1
2575.36,1
2577.28,1
2579.2,1
2581.12,1
2583.04,1
2584.96,1
2586.88,1
2588.8,1
2590.72,1
2592.64,1
2594.56,1
2596.48,1
2598.4,1
25th,1
2600.32,1
2602.24,1
2604.16,1
2606.08,1
2608,1
2609.92,1
2611.84,1
2613.76,1
2615.68,1
2617.6,1
2619.52,1
2621.44,1
2623.36,1
2625.28,1
2627.2,1
2629.12,1
2631.04,1
2632.96,1
2634.88,1
2636.8,1
2638.72,1
2640.64,1
2642.56,1
2644.48,1
2646.4,1
2648.32,1
2650.24,1
2652.16,1
2654.08,1
2656,1
2657.92,1
2659.84,1
2661.76,1
2663.68,1
2665.6,1
2667.52,1
2669.44,1
2671.36,1
2673.28,1
2675.2,1
2677.12,1
2679.04,1
2680.96,1
2682.88,1
2684.8,1
2686.72,1
2688.64,1
2690.56,1
2692.48,1
2694.4,1
2696.32,1
2698.24,1
26m,1
27.00,1
2700.16,1
2702.08,1
2704,1
2705.92,1
2707.84,1
2709.76,1
2711.68,1
2713.6,1
2715.52,1
2717.44,1
2719.36,1
2721.28,1
2723.2,1
2725.12,1
2727.04,1
2728.96,1
2730.88,1
2732.8,1
2734.72,1
2736.64,1
2738.56,1
2740.48,1
2742.4,1
2744.32,1
2746.24,1
2748.16,1
2750.08,1
2752,1
2753.92,1
2755.84,1
2757.76,1
2759.68,1
2761.6,1
2763.52,1
2765.44,1
2767.36,1
2769.28,1
2771.2,1
2773.12,1
2775.04,1
2776.96,1
2778.88,1
2780.8,1
2782.72,1
2784.64,1
2786.56,1
2788.48,1
2790.4,1
2792.32,1
2794.24,1
2796.16,1
2798.08,1
28.1m,1
2800,1
2801.92,1
2803.84,1
2805.76,1
2807.68,1
2809.6,1
2811.52,1
2813.44,1
2815.36,1
2817.28,1
2819.2,1
2821.12,1
2823.04,1
2824.96,1
2826.88,1
2828.8,1
2830.72,1
2832.64,1
2834.56,1
2836.48,1
2838.4,1
2840.32,1
2842.24,1
2844.16,1
2846.08,1
2848,1
2849.92,1
285,1
2851.84,1
2853.76,1
2855.68,1
2857.6,1
2859.52,1
2861.44,1
2863.36,1
2865.28,1
2867.2,1
2869.12,1
2871.04,1
2872.96,1
2874.88,1
2876.8,1
2878.72,1
2880.64,1
2882.56,1
2884.48,1
2886.4,1
2888.32,1
2890.24,1
2892.16,1
2894.08,1
2896,1
2897.92,1
2899.84,1
28s,1
29.003853,1
29.95,1
2901.76,1
2903.68,1
2905.6,1
2907.52,1
2909.44,1
2911.36,1
2913.28,1
2915.2,1
2917.12,1
2919.04,1
2920.96,1
2922.88,1
2924.8,1
2926.72,1
2928.64,1
2930.56,1
2932.48,1
2934.4,1
2936.32,1
2938.24,1
2940.16,1
2942.08,1
2944,1
2945.92,1
2947.84,1
2949.76,1
2951.68,1
2953.6,1
2955.52,1
2957.44,1
2959.36,1
2961.28,1
2963.2,1
2965.12,1
2967.04,1
2968.96,1
2970.88,1
2972.8,1
2974.72,1
2976.64,1
2978.56,1
2980.48,1
2982.4,1
2984.32,1
2986.24,1
2988.16,1
2990.08,1
2992,1
2993.92,1
2995.84,1
2997.76,1
2999.68,1
2ºc,1
3.00m,1
3.03,1
3.12,1
3.13,1
3.17,1
3.20,1
3.22,1
3.23,1
3.28,1
3.42,1
3.55,1
3.64,1
3.69,1
3.77,1
3.79,1
3.8,1
3.86,1
3.87,1
3.88,1
3.89,1
3.9,1
3.93,1
30.00,1
3001.6,1
3003.52,1
3005.44,1
3007.36,1
3009.28,1
3011.2,1
3013.12,1
3015.04,1
3016.96,1
3018.88,1
3020.8,1
3022.72,1
3024.64,1
3026.56,1
3028.48,1
3030.4,1
3032.32,1
3034.24,1
3036.16,1
3038.08,1
3040,1
3041.92,1
3043.84,1
3045.76,1
3047.68,1
3049.6,1
305,1
3051.52,1
3053.44,1
3055.36,1
3057.28,1
3059.2,1
3061.12,1
3063.04,1
3064.96,1
3066.88,1
3068.8,1
3070.72,1
3072.64,1
3074.56,1
3076.48,1
3078.4,1
3080.32,1
3082.24,1
3084.16,1
3086.08,1
3088,1
3089.92,1
3091.84,1
3093.76,1
3095.68,1
3097.6,1
3099.52,1
30mx2m,1
3101.44,1
3103.36,1
3105.28,1
3107.2,1
3109.12,1
3111.04,1
3112.96,1
3114.88,1
3116.8,1
3118.72,1
3120.64,1
3122.56,1
3124.48,1
3126.4,1
3128.32,1
3130.24,1
3132.16,1
3134.08,1
3136,1
3137.92,1
3139.84,1
3141.76,1
3143.68,1
3145.6,1
3147.52,1
3149.44,1
315,1
3151.36,1
3153.28,1
3155.2,1
3157.12,1
3159.04,1
3160.96,1
3162.88,1
3164.8,1
3166.72,1
3168.64,1
3170.56,1
3172.48,1
3174.4,1
3176.32,1
3178.24,1
3180.16,1
3182.08,1
3184,1
3185.92,1
3187.84,1
3189.76,1
3191.68,1
3193.6,1
3195.52,1
3197.44,1
3199.36,1
3201.28,1
3203.2,1
3205.12,1
3207.04,1
3208.96,1
3210.88,1
3212.8,1
3214.72,1
3216.64,1
3218.56,1
3220.48,1
3222.4,1
3224.32,1
3226.24,1
3228.16,1
3230.08,1
3232,1
3233.92,1
3235.84,1
3237.76,1
3239.68,1
3241.6,1
3243.52,1
3245.44,1
3247.36,1
3249.28,1
325,1
3251.2,1
3253.12,1
3255.04,1
3256.96,1
3258.88,1
3260.8,1
3262.72,1
3264.64,1
3266.56,1
3268.48,1
3270.4,1
3272.32,1
3274.24,1
3276.16,1
3278.08,1
3280,1
3281.92,1
3283.84,1
3285.76,1
3287.68,1
3289.6,1
3291.52,1
3293.44,1
3295.36,1
3297.28,1
3299.2,1
3301.12,1
3303.04,1
3304.96,1
3306.88,1
3308.8,1
3310.72,1
3312.64,1
3314.56,1
3316.48,1
3318.4,1
3320.32,1
3322.24,1
3324.16,1
3326.08,1
3328,1
3329.92,1
3331.84,1
3333.76,1
3335.68,1
3337.6,1
3339.52,1
3341.44,1
3343.36,1
3345.28,1
3347.2,1
3349.12,1
3351.04,1
3352.96,1
3354.88,1
3356.8,1
3358.72,1
3360.64,1
3362.56,1
3364.48,1
3366.4,1
3368.32,1
3370.24,1
3372.16,1
3374.08,1
3376,1
3377.92,1
3379.84,1
3381.76,1
3383.68,1
3385.6,1
3387.52,1
3389.44,1
3391.36,1
3393.28,1
3395.2,1
3397.12,1
3399.04,1
3400.96,1
3402.88,1
3404.8,1
3406.72,1
3408.64,1
3410.56,1
3412.48,1
3414.4,1
3416.32,1
3418.24,1
3420.16,1
3422.08,1
3424,1
3425.92,1
3427.84,1
3429.76,1
3431.68,1
3433.6,1
3435.52,1
3437.44,1
3439.36,1
3441.28,1
3443.2,1
3445.12,1
3447.04,1
3448.96,1
345,1
3450.88,1
3452.8,1
3454.72,1
3456.64,1
3458.56,1
3460.48,1
3462.4,1
3464.32,1
3466.24,1
3468.16,1
3470.08,1
3472,1
3473.92,1
3475.84,1
3477.76,1
3479.68,1
3481.6,1
3483.52,1
3485.44,1
3487.36,1
3489.28,1
3491.2,1
3493.12,1
3495.04,1
3496.96,1
3498.88,1
3500.8,1
3502.72,1
3504.64,1
3506.56,1
3508.48,1
3510.4,1
3512.32,1
3514.24,1
3516.16,1
3518.08,1
3520,1
3521.92,1
3523.84,1
3525.76,1
3527.68,1
3529.6,1
3531.52,1
3533.44,1
3535.36,1
3537.28,1
3539.2,1
3541.12,1
3543.04,1
3544.96,1
3546.88,1
3548.8,1
3550.72,1
3552.64,1
3554.56,1
3556.48,1
3558.4,1
3560.32,1
3562.24,1
3564.16,1
3566.08,1
3568,1
3569.92,1
3571.84,1
3573.76,1
3575.68,1
3577.6,1
3579.52,1
3581.44,1
3583.36,1
3585.28,1
3587.2,1
3589.12,1
3591.04,1
3592.96,1
3594.88,1
3596.8,1
3598.72,1
3600.64,1
3602.56,1
3604.48,1
3606.4,1
3608.32,1
3610.24,1
3612.16,1
3614.08,1
3616,1
3617.92,1
3619.84,1
3621.76,1
3623.68,1
3625.6,1
3627.52,1
3629.44,1
3631.36,1
3633.28,1
3635.2,1
3637.12,1
3639.04,1
3640.96,1
3642.88,1
3644.8,1
3646.72,1
3648.64,1
3650.56,1
3652.48,1
3654.4,1
3656.32,1
3658.24,1
3660.16,1
3662.08,1
3664,1
3665.92,1
3667.84,1
3669.76,1
3671.68,1
3673.6,1
3675.52,1
3677.44,1
3679.36,1
3681.28,1
3683.2,1
3685.12,1
3687.04,1
3688.96,1
3690.88,1
3692.8,1
3694.72,1
3696.64,1
3698.56,1
37.612932,1
3700.48,1
3702.4,1
3704.32,1
3706.24,1
3708.16,1
3710.08,1
3712,1
3713.92,1
3715.84,1
3717.76,1
3719.68,1
3721.6,1
3723.52,1
3725.44,1
3727.36,1
3729.28,1
3731.2,1
3733.12,1
3735.04,1
3736.96,1
3738.88,1
3740.8,1
3742.72,1
3744.64,1
3746.56,1
3748.48,1
3750.4,1
3752.32,1
3754.24,1
3756.16,1
3758.08,1
3760,1
3761.92,1
3763.84,1
3765.76,1
3767.68,1
3769.6,1
3771.52,1
3773.44,1
3775.36,1
3777.28,1
3779.2,1
3781.12,1
3783.04,1
3784.96,1
3786.88,1
3788.8,1
3790.72,1
3792.64,1
3794.56,1
3796.48,1
3798.4,1
3800.32,1
3802.24,1
3804.16,1
3806.08,1
3808,1
3809.92,1
3811.84,1
3813.76,1
3815.68,1
3817.6,1
3819.52,1
3821.44,1
3823.36,1
3825.28,1
3827.2,1
3829.12,1
3831.04,1
3832.96,1
3834.88,1
3836.8,1
3838.72,1
3840.64,1
3842.56,1
3844.48,1
3846.4,1
3848.32,1
3850.24,1
3852.16,1
3854.08,1
3856,1
3857.92,1
3859.84,1
3861.76,1
3863.68,1
3865.6,1
3867.52,1
3869.44,1
3871.36,1
3873.28,1
3875.2,1
3877.12,1
3879.04,1
3880.96,1
3882.88,1
3884.8,1
3886.72,1
3888.64,1
3890.56,1
3892.48,1
3894.4,1
3896.32,1
3898.24,1
3900.16,1
3902.08,1
3904,1
3905.92,1
3907.84,1
3909.76,1
3911.68,1
3913.6,1
3915.52,1
3917.44,1
3919.36,1
3921.28,1
3923.2,1
3925.12,1
3927.04,1
3928.96,1
3930.88,1
3932.8,1
3934.72,1
3936.64,1
3938.56,1
3940.48,1
3942.4,1
3944.32,1
3946.24,1
3948.16,1
3950.08,1
3952,1
3953.92,1
3955.84,1
3957.76,1
3959.68,1
3961.6,1
3963.52,1
3965.44,1
3967.36,1
3969.28,1
3971.2,1
3973.12,1
3975.04,1
3976.96,1
3978.88,1
3980.8,1
3982.72,1
3984.64,1
3986.56,1
3988.48,1
3990.4,1
3992.32,1
3994.24,1
3996.16,1
3998.08,1
3c,1
4.03,1
4.12,1
4.13,1
4.15,1
4.22,1
4.23,1
4.24,1
4.26,1
4.28,1
4.3,1
4.32,1
4.38,1
4.42,1
4.50,1
4.61,1
4.64,1
4.68,1
4.83,1
4.83m,1
4.85,1
4.87,1
4.89,1
4.9,1
40.00,1
4000,1
401.92,1
403.84,1
405.76,1
407.68,1
409.6,1
40m,1
411.52,1
413.44,1
415.36,1
417.28,1
419.2,1
421.12,1
423.04,1
424.96,1
426.88,1
428.8,1
430.72,1
432.64,1
434.56,1
435,1
436.48,1
438.4,1
440.32,1
442.24,1
444.16,1
446.08,1
448,1
449.92,1
451.84,1
453.76,1
455.68,1
457.6,1
459.52,1
461.44,1
463.36,1
465.28,1
467.2,1
469.12,1
470,1
471.04,1
472.96,1
474.88,1
476.8,1
478.72,1
480.64,1
482.56,1
484.48,1
486.4,1
488.32,1
490.24,1
492.16,1
494.08,1
497.92,1
4979,1
499.84,1
4990c,1
4pm,1
5.05,1
5.07,1
5.12,1
5.15,1
5.20,1
5.23,1
5.25,1
5.29,1
5.48,1
5.55,1
5.59,1
5.64,1
5.65,1
5.8,1
5.81,1
5.83,1
5.87,1
5.88,1
5.89,1
5.95,1
50.00,1
501.76,1
5011,1
503.68,1
505.6,1
507.52,1
509.44,1
50th,1
51.777268,1
511.36,1
513.28,1
515.2,1
517.12,1
519.04,1
520.96,1
522.88,1
524.8,1
526.72,1
528.64,1
530,1
530.56,1
532.48,1
534.4,1
536.32,1
538.24,1
540,1
540.16,1
542.08,1
544,1
545.92,1
547.84,1
549.76,1
551.68,1
553.6,1
555.52,1
557.44,1
559.36,1
561.28,1
563.2,1
565.12,1
567.04,1
568.96,1
570,1
570.88,1
572.8,1
574.72,1
576.64,1
578.56,1
580,1
580.48,1
582.4,1
584.32,1
586.24,1
588.16,1
590,1
590.08,1
592,1
593.92,1
595.84,1
597.76,1
599.68,1
5x5x5,1
6.02,1
6.03,1
6.05,1
6.12,1
6.14,1
6.15,1
6.18,1
6.22,1
6.23,1
6.25,1
6.26.201,1
6.28,1
6.29,1
6.56,1
6.57,1
6.64,1
6.65,1
6.66,1
6.67,1
6.69,1
6.82,1
6.83,1
6.87,1
6.89,1
6.9,1
60.00,1
601.6,1
603.52,1
605.44,1
607.36,1
609.28,1
60m,1
610,1
611.2,1
613.12,1
615.04,1
616.96,1
618.88,1
620.8,1
622.72,1
624.64,1
626.56,1
628.48,1
630,1
630.4,1
632.32,1
634.24,1
636.16,1
637,1
638.08,1
6400,1
641.92,1
643.84,1
645.76,1
647.68,1
649.6,1
650,1
651.52,1
653.44,1
655.36,1
657.28,1
659.2,1
661.12,1
663.04,1
664.96,1
666.88,1
668.8,1
670,1
670.72,1
672.64,1
674.56,1
676,1
676.48,1
678.4,1
680.32,1
682.24,1
684.16,1
686.08,1
688,1
689.92,1
690,1
691.84,1
693.76,1
695.68,1
697.6,1
699.52,1
7_2,1
7.00m,1
7.03,1
7.06,1
7.08,1
7.12,1
7.13,1
7.15,1
7.19,1
7.20,1
7.23,1
7.26,1
7.33,1
7.33m,1
7.50,1
7.54,1
7.61,1
7.62,1
7.67,1
7.7,1
7.72,1
7.76,1
7.77,1
7.78,1
7.81,1
7.86,1
7.89,1
7.9,1
701.44,1
703.36,1
705.28,1
707.2,1
709.12,1
710,1
711.04,1
712.96,1
714.88,1
716.8,1
718.72,1
720.64,1
722.56,1
724.48,1
726.4,1
728.32,1
730,1
730.24,1
732.16,1
734.08,1
736,1
737.92,1
739.84,1
740,1
741.76,1
743.68,1
745.6,1
747.52,1
749.44,1
751.36,1
753.28,1
755.2,1
757.12,1
759.04,1
75th,1
760.96,1
762.88,1
764.8,1
766.72,1
768.64,1
77,1
770.56,1
772.48,1
774.4,1
776.32,1
778.24,1
780.16,1
782.08,1
784,1
785.92,1
787.84,1
789.76,1
791.68,1
793.6,1
795.52,1
797.44,1
799.36,1
8.00m,1
8.02,1
8.03,1
8.05,1
8.07,1
8.12,1
8.15,1
8.23,1
8.24.201,1
8.27,1
8.32,1
8.33,1
8.35,1
8.4,1
8.5,1
8.55,1
8.57,1
8.59,1
8.6,1
8.62,1
8.67,1
8.7,1
8.75,1
8.76,1
8.79,1
8.8,1
8.87,1
8.9,1
801.28,1
803.2,1
805.12,1
807.04,1
808.96,1
810.88,1
812.8,1
814.72,1
816.64,1
818.56,1
820.48,1
822.4,1
824.32,1
826.24,1
828.16,1
830.08,1
832,1
833.92,1
835.84,1
837.76,1
839.68,1
841.6,1
843.52,1
845.44,1
847.36,1
849.28,1
851.2,1
853.12,1
855.04,1
856.96,1
858.88,1
860.8,1
862.72,1
864.64,1
866.56,1
868.48,1
870.4,1
872.32,1
874.24,1
876.16,1
878.08,1
880,1
881.92,1
883.84,1
885.76,1
887.68,1
889.6,1
891.52,1
893.44,1
895.36,1
897.28,1
899.2,1
8δ18o,1
9.02,1
9.03,1
9.04,1
9.05,1
9.08,1
9.15,1
9.18,1
9.21,1
9.22,1
9.35,1
9.4,1
9.43,1
9.64,1
9.66,1
9.67,1
9.73,1
9.8,1
9.84,1
9.86,1
9.89,1
9.9,1
9.92,1
9.94,1
901.12,1
903.04,1
904.96,1
906.88,1
908.8,1
91,1
910.72,1
912.64,1
914.56,1
916.48,1
918.4,1
920,1
920.32,1
922.24,1
924.16,1
926.08,1
928,1
929.92,1
93,1
931.84,1
933.76,1
935.68,1
937.6,1
939.52,1
941.44,1
943.36,1
945.28,1
947.2,1
949.12,1
951.04,1
952.96,1
954.88,1
956.8,1
958.72,1
960.64,1
962.56,1
964.48,1
966.4,1
968.32,1
97.5th,1
970.24,1
972.16,1
974.08,1
976,1
977.92,1
979.84,1
981.76,1
983.68,1
985.6,1
987.52,1
989.44,1
991.36,1
993.28,1
995.2,1
997.12,1
999.04,1
99999999,1
9m,1
